time dist
264.289 247.971
264.692 248.082
265.095 248.362
265.499 248.877
266.104 250.026
266.508 250.79
266.709 251.068
266.911 251.287
267.314 251.697
267.718 251.829
268.121 252.007
268.525 252.412
268.928 253.054
269.332 253.699
269.937 254.002
270.34 254.033
270.542 254.048
270.744 254.055
271.147 254.072
271.551 254.087
271.954 254.141
272.358 254.233
272.761 254.524
273.366 255.368
273.77 256.021
273.971 256.292
274.173 256.532
274.375 256.746
274.98 257.496
275.383 257.904
275.585 258.179
275.787 258.515
276.19 259.322
276.594 260.094
276.997 260.817
277.401 261.375
277.804 262.002
278.409 263.244
278.813 264.016
279.014 264.313
279.216 264.509
279.62 264.632
280.023 264.638
280.426 264.805
280.83 264.989
281.435 265.16
281.839 265.265
282.04 265.316
282.242 265.355
282.444 265.425
283.049 266.012
283.452 266.699
283.654 267.109
283.856 267.526
284.057 267.938
284.663 269.039
285.066 269.483
285.268 269.591
285.47 269.723
285.873 270.168
286.276 270.85
286.68 271.652
287.083 272.289
287.689 272.571
288.294 272.621
288.495 272.728
288.899 273.125
289.302 273.759
289.706 274.552
290.109 275.374
290.513 275.994
290.916 276.23
291.319 276.331
291.925 276.848
292.328 276.944
292.53 277.011
292.732 277.132
293.135 277.544
293.538 278.135
293.942 278.862
294.345 279.44
294.749 279.815
295.354 280.721
295.757 281.463
295.959 281.829
296.161 282.196
296.363 282.478
296.968 282.831
297.371 282.855
297.573 282.875
297.775 282.904
298.178 282.923
298.582 282.95
298.985 282.979
299.388 283.03
299.993 283.118
300.397 283.154
300.599 283.182
300.801 283.192
301.204 283.204
301.607 283.291
302.011 283.388
302.414 283.497
303.019 283.583
303.423 283.948
303.826 284.531
304.23 284.986
304.633 285.065
305.238 285.234
305.642 285.356
305.844 285.434
306.045 285.573
306.247 285.784
306.852 286.767
307.256 287.473
307.457 287.704
307.659 287.835
308.062 287.904
308.466 288.022
308.869 288.33
309.273 288.635
309.676 288.65
310.281 289.169
310.685 289.784
310.887 290.162
311.088 290.563
311.492 291.272
311.895 291.757
312.299 291.97
312.702 292.302
313.307 293.2
313.711 293.793
313.913 294.098
314.114 294.364
314.316 294.531
314.921 294.645
315.324 294.657
315.526 294.674
315.728 294.681
316.131 294.698
316.535 294.705
317.14 294.787
317.543 295.067
317.745 295.227
317.947 295.35
318.35 295.417
318.754 295.429
319.157 295.439
319.561 295.606
320.166 296.017
320.569 296.028
320.771 296.034
320.973 296.04
321.376 296.05
321.78 296.063
322.183 296.112
322.587 296.303
323.192 297.04
323.595 297.763
323.797 298.116
323.999 298.393
324.402 298.672
324.806 298.98
325.209 299.373
325.612 299.808
326.016 300.417
326.419 301.178
327.024 302.281
327.428 302.975
327.63 303.269
327.831 303.536
328.235 304.197
328.638 305.013
329.042 305.806
329.445 306.444
329.849 306.698
330.454 306.854
330.857 307.109
331.059 307.227
331.261 307.235
331.462 307.291
331.866 307.586
332.471 308.462
332.874 309.269
333.076 309.684
333.278 310.088
333.48 310.431
334.085 311.314
334.488 311.823
334.69 312.127
334.892 312.487
335.093 312.889
335.699 314.136
336.102 314.731
336.304 314.895
336.505 314.973
336.909 315.015
337.312 315.19
337.918 315.845
338.321 316.666
338.523 317.091
339.128 318.2
339.531 318.535
339.733 318.566
339.935 318.614
340.136 318.724
340.742 319.346
341.145 319.864
341.347 319.999
341.549 320.05
341.75 320.063
342.355 320.599
342.759 321.225
342.961 321.616
343.162 322.037
343.364 322.458
343.969 323.628
344.574 324.676
344.776 325.084
345.179 325.836
345.583 326.586
345.986 327.215
346.39 327.872
346.793 328.644
347.398 329.804
347.802 330.299
348.004 330.403
348.205 330.421
348.609 330.586
349.012 330.852
349.416 331.099
349.819 331.181
350.223 331.471
350.828 331.946
351.231 332.02
351.433 332.125
351.635 332.291
352.038 332.809
352.442 333.543
353.047 334.762
353.45 335.439
353.652 335.804
353.854 336.211
354.257 336.965
354.661 337.595
355.064 338.258
355.467 339.054
356.072 340.261
356.476 341.028
356.678 341.324
356.88 341.521
357.283 341.627
357.686 341.824
358.09 342.155
358.493 342.254
359.098 342.387
359.502 342.557
359.704 342.689
359.905 342.879
360.309 343.442
360.712 344.212
361.116 345.02
361.721 346.115
362.124 346.481
362.326 346.665
362.528 346.899
362.931 347.546
363.335 348.364
363.738 349.102
364.141 349.512
364.545 350.006
365.15 351.145
365.554 351.968
365.755 352.304
365.957 352.549
366.159 352.721
366.562 352.815
367.167 352.877
367.773 352.908
367.974 352.932
368.378 353.068
368.781 353.443
369.184 353.98
369.588 354.336
369.991 354.361
370.395 354.386
371 354.619
371.403 354.905
371.605 354.938
371.807 354.946
372.21 354.952
372.614 354.954
373.017 354.958
373.421 354.963
373.824 355.008
374.429 355.45
374.833 355.662
375.034 355.671
375.236 355.706
375.64 355.73
376.043 355.752
376.447 355.785
376.85 355.847
377.455 356.027
377.859 356.334
378.06 356.577
378.262 356.875
378.666 357.484
379.069 358.027
379.472 358.447
379.876 358.86
380.481 358.934
380.885 359.05
381.086 359.182
381.288 359.366
381.49 359.552
382.095 360.081
382.498 360.365
382.7 360.506
382.902 360.702
383.305 361.193
383.709 361.824
384.112 362.356
384.515 362.815
384.919 363.385
385.524 364.276
385.928 364.491
386.129 364.516
386.331 364.617
386.533 364.763
387.138 365.313
387.541 365.332
387.743 365.433
387.945 365.59
388.348 366.077
388.752 366.777
389.155 367.558
389.559 368.397
389.962 368.996
390.567 369.256
390.971 369.277
391.172 369.321
391.374 369.392
391.778 369.676
392.181 370.044
392.584 370.156
392.988 370.314
393.391 370.712
393.996 371.591
394.4 372.127
394.602 372.243
394.803 372.32
395.207 372.535
395.61 372.9
396.014 373.486
396.417 374.263
396.821 375.061
397.426 376.125
397.829 376.836
398.031 377.252
398.233 377.662
398.636 378.414
399.039 378.883
399.443 378.992
399.846 379.169
400.25 379.556
400.855 380.412
401.258 380.732
401.46 380.768
401.662 380.775
402.065 380.934
402.469 381.333
402.872 381.967
403.276 382.754
403.679 383.545
404.284 384.253
404.688 384.305
404.89 384.312
405.091 384.318
405.495 384.381
405.898 384.508
406.302 384.832
406.705 385.396
407.31 386.566
407.714 387.285
407.915 387.521
408.117 387.643
408.521 387.684
408.924 387.698
409.327 387.799
409.731 388.12
410.134 388.678
410.538 389.432
411.143 390.437
411.546 390.809
411.748 391.025
411.95 391.253
412.151 391.416
412.757 391.475
413.16 391.499
413.362 391.511
413.564 391.524
413.967 391.534
414.37 391.649
414.774 391.946
415.379 392.394
415.783 392.406
415.984 392.439
416.186 392.46
416.388 392.463
416.993 392.475
417.396 392.484
417.598 392.498
417.8 392.53
418.203 392.741
418.607 393.176
419.01 393.819
419.414 394.597
419.817 395.166
420.22 395.783
420.826 396.633
421.229 396.775
421.431 396.794
421.633 396.816
422.036 396.842
422.439 396.849
422.843 396.92
423.448 396.966
423.852 397.165
424.053 397.35
424.255 397.596
424.658 398.252
425.062 399.084
425.465 399.914
425.869 400.712
426.474 401.752
426.877 402.321
427.079 402.484
427.281 402.547
427.482 402.56
428.088 402.962
428.491 403.286
428.693 403.354
428.895 403.377
429.298 403.397
429.701 403.454
430.105 403.633
430.508 403.775
430.912 404.16
431.315 404.776
431.92 406.004
432.324 406.828
432.526 407.179
432.727 407.494
433.131 408.135
433.534 408.854
433.938 409.687
434.341 410.373
434.946 410.714
435.35 410.897
435.551 411.081
435.753 411.33
435.955 411.635
436.358 412.406
436.964 413.572
437.569 414.525
437.77 414.671
437.972 414.73
438.577 414.834
438.981 415.103
439.384 415.574
439.788 416.229
440.191 417.028
440.796 418.104
441.2 418.926
441.401 419.302
441.603 419.602
442.006 420.154
442.41 420.785
442.813 421.112
443.217 421.156
443.822 421.184
444.225 421.243
444.427 421.333
444.629 421.493
445.032 421.977
445.436 422.638
445.839 423.19
446.243 423.693
446.848 424.642
447.251 425.383
447.453 425.708
447.655 426.035
448.058 426.448
448.462 426.51
448.865 426.695
449.47 426.885
449.874 426.929
450.075 427.012
450.277 427.104
450.681 427.216
451.084 427.371
451.487 427.849
451.891 428.554
452.294 429.387
452.9 430.434
453.303 430.679
453.505 430.693
453.706 430.716
454.11 430.742
454.513 430.849
454.917 431.203
455.32 431.819
455.724 432.629
456.329 433.752
456.732 434.051
456.934 434.1
457.136 434.181
457.539 434.476
457.943 434.997
458.346 435.719
458.75 436.543
459.153 437.126
459.556 437.308
460.162 437.529
460.565 437.907
460.767 438.095
460.969 438.194
461.372 438.201
461.775 438.231
462.179 438.314
462.582 438.506
462.986 438.877
463.389 439.481
463.793 440.287
464.398 441.513
465.003 442.491
465.205 442.834
465.608 443.627
466.011 444.429
466.415 444.897
466.818 445.289
467.222 445.86
467.827 447.002
468.23 447.771
468.432 448.107
468.634 448.364
468.836 448.539
469.441 448.566
469.844 448.827
470.046 449.029
470.248 449.277
470.449 449.464
471.055 450.287
471.458 451.079
471.66 451.497
471.862 451.913
472.265 452.653
472.668 453.188
473.072 453.875
473.475 454.688
474.08 455.841
474.484 456.244
474.686 456.434
474.887 456.629
475.291 457.179
475.694 457.951
476.098 458.748
476.501 459.339
476.905 459.567
477.51 459.81
477.913 459.93
478.115 459.937
478.317 459.954
478.72 460.161
479.123 460.606
479.527 461.273
479.93 462.09
480.334 462.818
480.939 463.263
481.342 463.283
481.544 463.293
481.746 463.305
482.149 463.32
482.553 463.449
482.956 463.744
483.36 464.22
483.965 464.498
484.368 464.692
484.57 464.767
484.772 464.792
485.175 464.797
485.579 464.803
485.982 464.806
486.386 464.87
486.991 465.304
487.394 465.668
487.596 465.919
487.798 466.14
488.201 466.448
488.605 466.928
489.008 467.418
489.411 467.777
489.815 467.826
490.42 467.905
490.824 467.971
491.025 468.015
491.227 468.121
491.63 468.457
492.034 468.647
492.437 468.668
492.841 468.734
493.446 469.154
493.849 469.756
494.051 470.14
494.253 470.553
494.656 471.404
495.06 472.173
495.463 472.937
495.867 473.735
496.472 474.939
496.875 475.761
497.077 476.165
497.279 476.56
497.48 476.95
498.085 477.568
498.489 477.601
498.691 477.713
498.892 477.835
499.094 478.028
499.699 478.532
500.103 478.661
500.304 478.711
500.506 478.731
500.91 478.895
501.313 479.29
501.717 479.925
502.12 480.744
502.523 481.549
503.128 482.577
503.532 483.246
503.734 483.641
503.936 484.057
504.339 484.825
504.742 485.513
505.146 486.236
505.549 487.072
505.953 487.869
506.356 488.592
506.76 489.073
507.365 489.144
507.768 489.44
507.97 489.65
508.172 489.91
508.373 490.235
508.979 491.417
509.382 492.176
509.584 492.43
509.785 492.576
510.189 492.656
510.592 492.674
510.996 492.698
511.399 492.907
512.004 493.639
512.408 493.995
512.61 494.054
512.811 494.076
513.215 494.092
513.618 494.109
514.022 494.173
514.425 494.218
514.829 494.336
515.434 494.561
515.837 494.944
516.039 495.215
516.241 495.489
516.644 495.81
517.047 495.856
517.451 496.142
517.854 496.495
518.258 496.552
518.863 496.845
519.266 497.051
519.468 497.07
519.67 497.077
519.872 497.139
520.477 497.677
520.88 498.335
521.082 498.74
521.284 499.157
521.687 499.948
522.09 500.65
522.494 501.347
522.897 501.809
523.301 502.257
523.906 502.53
524.309 502.54
524.511 502.568
524.713 502.642
524.915 502.784
525.52 503.55
525.923 504.319
526.125 504.744
526.327 505.164
526.73 505.923
527.134 506.447
527.537 506.606
527.941 506.753
528.344 507.079
528.949 507.937
529.353 508.688
529.554 509.088
529.756 509.484
530.159 510.302
530.563 511.029
530.966 511.39
531.37 511.695
531.773 512.201
532.177 512.926
532.782 514.115
533.185 514.815
533.387 515.046
533.589 515.306
533.992 515.913
534.396 516.307
534.799 516.367
535.202 516.379
535.808 516.71
536.211 517.215
536.413 517.529
536.615 517.865
537.018 518.394
537.421 518.565
537.825 518.61
538.228 518.764
538.632 518.807
539.237 518.862
539.64 519.037
539.842 519.219
540.044 519.47
540.447 520.141
540.851 520.972
541.254 521.795
541.658 522.565
542.061 523.111
542.666 523.971
543.07 524.79
543.271 525.184
543.473 525.576
543.877 526.239
544.28 526.87
544.684 527.663
545.087 528.46
545.49 529.193
545.894 529.595
546.499 529.654
546.903 529.992
547.104 530.213
547.306 530.486
547.508 530.801
548.113 531.792
548.516 532.349
548.718 532.642
548.92 532.976
549.121 533.33
549.727 534.173
550.13 534.535
550.332 534.809
550.533 535.132
550.937 535.923
551.34 536.757
551.744 537.445
552.147 538.132
552.752 539.357
553.156 540.08
553.358 540.31
553.559 540.455
553.761 540.507
554.366 540.675
554.971 540.683
555.173 540.725
555.375 540.751
555.98 540.986
556.383 541.419
556.585 541.716
556.787 542.063
557.19 542.871
557.594 543.406
557.997 543.666
558.401 543.708
559.006 543.775
559.409 543.898
559.611 544.041
559.813 544.248
560.014 544.518
560.418 545.237
561.023 546.472
561.426 546.984
561.628 547.112
561.83 547.161
562.233 547.167
562.637 547.178
563.04 547.207
563.444 547.308
564.049 547.892
564.452 548.572
564.654 548.974
564.856 549.397
565.259 550.24
565.663 550.918
566.066 551.354
566.47 551.966
567.075 552.821
567.478 553.464
567.68 553.778
567.882 554.001
568.285 554.32
568.689 554.763
569.092 555.415
569.495 556.219
570.101 557.421
570.504 557.922
570.706 558.045
570.908 558.071
571.109 558.117
571.714 558.466
572.118 558.531
572.32 558.534
572.521 558.543
572.925 558.555
573.328 558.673
573.732 558.978
574.135 559.514
574.538 560.236
574.942 561.058
575.547 562.273
576.152 563.305
576.354 563.707
576.556 564.124
577.161 565.266
577.564 565.64
577.766 565.688
577.968 565.7
578.371 565.719
578.775 565.762
579.178 565.811
579.582 566.07
580.187 566.442
580.59 566.792
580.792 566.984
580.994 567.141
581.397 567.261
581.801 567.367
582.204 567.415
582.607 567.46
583.011 567.704
583.414 567.996
584.019 568.05
584.423 568.068
584.625 568.075
584.826 568.09
585.23 568.099
585.633 568.121
586.037 568.144
586.44 568.151
586.844 568.174
587.247 568.322
587.852 568.882
588.256 569.037
588.457 569.058
588.659 569.067
589.062 569.103
589.466 569.135
589.87 569.141
590.273 569.18
590.676 569.23
591.08 569.46
591.685 570.241
592.088 570.975
592.29 571.334
592.492 571.668
592.895 572.333
593.299 573.047
593.702 573.421
594.307 573.513
594.711 573.66
594.913 573.813
595.114 574.009
595.316 574.252
595.921 575.283
596.526 576.384
596.728 576.728
597.131 577.299
597.535 577.63
597.938 577.639
598.342 577.88
598.745 578.339
599.35 579.395
599.754 580.14
599.956 580.51
600.157 580.879
600.359 581.252
600.964 582.232
601.368 582.546
601.569 582.628
601.771 582.644
601.973 582.654
602.578 582.707
603.183 582.933
603.385 583.062
603.788 583.491
604.192 584.167
604.595 584.892
604.999 585.579
605.402 586.017
606.007 586.968
606.411 587.82
606.612 588.239
606.814 588.642
607.218 589.389
607.621 589.8
608.024 589.852
608.428 589.985
608.831 589.993
609.437 590.408
609.84 590.996
610.042 591.365
610.243 591.767
610.647 592.578
611.05 593.244
611.454 593.956
611.857 594.745
612.462 595.894
612.866 596.474
613.067 596.808
613.269 597.143
613.471 597.406
614.076 597.738
614.48 597.777
614.681 597.802
614.883 597.816
615.286 597.83
615.69 597.902
616.093 597.923
616.497 598.119
616.9 598.379
617.505 598.508
617.909 598.533
618.111 598.556
618.312 598.563
618.716 598.584
619.119 598.678
619.523 598.98
619.926 599.305
620.531 599.364
620.935 599.379
621.136 599.383
621.338 599.393
621.742 599.403
622.145 599.415
622.549 599.428
622.952 599.485
623.355 599.615
623.961 600.135
624.364 600.349
624.566 600.513
624.768 600.731
625.171 601.1
625.574 601.186
625.978 601.209
626.381 601.286
626.785 601.592
627.39 602.521
627.793 603.251
627.995 603.508
628.197 603.683
628.398 603.832
629.004 603.903
629.407 603.945
629.609 603.962
